,sim,sim_std,obs
2006-06-25,3.423133909998744,0.6912263099090893,
2006-06-26,3.4190943871167017,0.7065701164930493,
2006-06-27,3.4095240687545996,0.722166279708484,
2006-06-28,3.4069204319663964,0.7370548509060201,
2006-06-29,3.4057662600413443,0.7500873205054857,
2006-06-30,3.399696795085036,0.7609383981988901,
2006-07-01,3.414074807678397,0.7659597516142024,
2006-07-02,3.431547733520807,0.7682765056463207,
2006-07-03,3.4484649022552256,0.7696016728512718,
2006-07-04,3.467158376317577,0.7697741832760745,
2006-07-05,3.4738705387062927,0.7717966033443802,
2006-07-06,3.4809716110889983,0.774385773799673,
2006-07-07,3.4870092760007227,0.7765878258883419,
2006-07-08,3.494723837884442,0.7790058356464057,
2006-07-09,3.500171581519115,0.781789668200104,
2006-07-10,3.509471219559718,0.7841282924933212,
2006-07-11,3.518089468441478,0.7863829466215896,
2006-07-12,3.5268514859990616,0.7889003035191469,
2006-07-13,3.5352202214101274,0.791890257614111,
2006-07-14,3.5412180297198077,0.7950743594104804,
2006-07-15,3.5459933646790156,0.7980885840619885,
2006-07-16,3.5544536628748125,0.8006540240462632,
2006-07-17,3.5630869427312533,0.8032984631564595,
2006-07-18,3.5723577232125066,0.8060059466441133,
2006-07-19,3.5813588469634166,0.8085731079347708,
2006-07-20,3.591698825170116,0.8107799458502911,
2006-07-21,3.601939801616113,0.8129029537220589,
2006-07-22,3.611670662211297,0.8151668010720323,
2006-07-23,3.6222734062605215,0.8176958487592993,
2006-07-24,3.63051402619608,0.8224154760310184,
2006-07-25,3.636880750557479,0.8291125933274435,
2006-07-26,3.6441971423806407,0.8379587548463711,
2006-07-27,3.643834156100243,0.8503659062531718,
2006-07-28,3.658393537666043,0.858894926087478,
2006-07-29,3.6748752135952056,0.8682741553807246,
2006-07-30,3.6878028538857817,0.8829264550912174,
2006-07-31,3.699389540017697,0.8985151146734957,
2006-08-01,3.7106806207892915,0.9146394778776871,
2006-08-02,3.72032366086297,0.9308524356962885,
2006-08-03,3.7291436876130803,0.9471908205247672,
2006-08-04,3.736274009517008,0.96390036527545,
2006-08-05,3.7465307165480204,0.9810614760973158,
2006-08-06,3.753146633447025,0.9961645424402703,
2006-08-07,3.7584022829730173,1.0104455228757885,
2006-08-08,3.763666544281693,1.0222500558281729,
2006-08-09,3.7724670462590555,1.0313831187532012,
2006-08-10,3.7823692250580128,1.037809452623121,
2006-08-11,3.788563095522115,1.042491350360645,
2006-08-12,3.80566806183279,1.041150472919617,
2006-08-13,3.825474844678274,1.0390566179170375,
2006-08-14,3.845734106959332,1.0368307236732963,
2006-08-15,3.862044249135286,1.0349345955371403,
2006-08-16,3.8791350605583266,1.032931285664717,
2006-08-17,3.896053954023375,1.030918325180292,
2006-08-18,3.9117926534147145,1.028961089126467,
2006-08-19,3.9269041354178555,1.0270407399110415,
2006-08-20,3.942427877930871,1.0264292692445072,
2006-08-21,3.9574499459192,1.026369743947221,
2006-08-22,3.968746674160943,1.0266957695709347,
2006-08-23,3.9787789694835944,1.0274446433589897,
2006-08-24,3.9884259531787962,1.0285102949177551,
2006-08-25,3.9958470171806146,1.0297770368108883,
2006-08-26,4.001921648651651,1.0310578870343088,
2006-08-27,4.016339919913103,1.028952166784211,
2006-08-28,4.030780628425505,1.0268665216524189,
2006-08-29,4.04540957436634,1.0247282600661582,
2006-08-30,4.061117714573005,1.02239035483916,
2006-08-31,4.076161348342857,1.0200170064916843,
2006-09-01,4.087422688919833,1.0181979056913841,
2006-09-02,4.101831107458949,1.0160459540175284,
2006-09-03,4.115921164387855,1.0138881223391707,
2006-09-04,4.129385304708368,1.0117323711500423,
2006-09-05,4.1425245974764255,1.0096096105538002,
2006-09-06,4.15500050811353,1.0074754841126998,
2006-09-07,4.167846570248601,1.0054106081411025,
2006-09-08,4.180171647432642,1.0034635016944429,
2006-09-09,4.191842470311451,1.0015113941455245,
2006-09-10,4.203585587049971,0.9995586363874737,
2006-09-11,4.214291387596903,0.9976598252180582,
2006-09-12,4.227560705569969,0.9955197184121408,
2006-09-13,4.240400594544059,0.9933833490294863,
2006-09-14,4.253144273613698,0.9910952314307729,
2006-09-15,4.265866049096636,0.9887568749305614,
2006-09-16,4.2784698223238955,0.9863986155606771,
2006-09-17,4.117431598560797,1.0015067959773107,
2006-09-18,3.950543498789082,1.0148536293848263,
2006-09-19,3.7780392547397814,1.0266343669037377,
2006-09-20,3.6021575410784976,1.0387948308732862,
2006-09-21,3.425311280221732,1.0510621237624544,
2006-09-22,3.2477732704355797,1.0616513504496536,
2006-09-23,3.0692562596988293,1.0718776043587934,
2006-09-24,3.082808513316443,1.0699394793468682,
2006-09-25,3.097171242464984,1.0679838302644635,
2006-09-26,3.111350265018154,1.0659497402547378,
2006-09-27,3.1272054514208056,1.0636300932641671,
2006-09-28,3.142784453870313,1.0613349711603683,
2006-09-29,3.157127954989963,1.0591763114969384,
